trial number,sensor position,sample num,sensor value,subject identifier,matching condition,channel,name,time
61,FP1,31,50344,a,S2 match,0,co2a0000371,12109375
61,FP1,32,-72703,a,S2 match,0,co2a0000371,125
61,FP1,33,-96141,a,S2 match,0,co2a0000371,12890625
61,FP1,34,-9226,a,S2 match,0,co2a0000371,1328125
61,FP1,35,63039,a,S2 match,0,co2a0000371,13671875
61,FP1,36,24465,a,S2 match,0,co2a0000371,140625
61,FP1,37,-70262,a,S2 match,0,co2a0000371,14453125
61,FP1,38,-87351,a,S2 match,0,co2a0000371,1484375
61,FP1,39,4934,a,S2 match,0,co2a0000371,15234375
61,FP1,40,89406,a,S2 match,0,co2a0000371,15625
61,FP1,41,5425,a,S2 match,0,co2a0000371,16015625
61,FP1,42,-60008,a,S2 match,0,co2a0000371,1640625
61,FP1,43,-10493,a,S2 match,0,co2a0000371,16796875
61,FP1,44,-13621,a,S2 match,0,co2a0000371,171875
61,FP1,45,111379,a,S2 match,0,co2a0000371,17578125
61,FP1,46,120168,a,S2 match,0,co2a0000371,1796875
61,FP1,47,2492,a,S2 match,0,co2a0000371,18359375
61,FP1,48,-101512,a,S2 match,0,co2a0000371,1875
61,FP1,49,-76609,a,S2 match,0,co2a0000371,19140625
61,FP1,50,26906,a,S2 match,0,co2a0000371,1953125
61,FP1,51,66945,a,S2 match,0,co2a0000371,19921875
61,FP1,52,-6785,a,S2 match,0,co2a0000371,203125
61,FP1,53,-88328,a,S2 match,0,co2a0000371,20703125
61,FP1,54,-56101,a,S2 match,0,co2a0000371,2109375
61,FP1,55,62063,a,S2 match,0,co2a0000371,21484375
61,FP1,56,126027,a,S2 match,0,co2a0000371,21875
61,FP1,57,59133,a,S2 match,0,co2a0000371,22265625
61,FP1,58,-53172,a,S2 match,0,co2a0000371,2265625
61,FP1,59,-73191,a,S2 match,0,co2a0000371,23046875
61,FP1,60,16164,a,S2 match,0,co2a0000371,234375
61,FP1,61,90871,a,S2 match,0,co2a0000371,23828125
61,FP1,62,48391,a,S2 match,0,co2a0000371,2421875
61,FP1,63,-58055,a,S2 match,0,co2a0000371,24609375
61,FP1,64,-93211,a,S2 match,0,co2a0000371,25
61,FP1,65,-15574,a,S2 match,0,co2a0000371,25390625
61,FP1,66,69387,a,S2 match,0,co2a0000371,2578125
61,FP1,67,45461,a,S2 match,0,co2a0000371,26171875
61,FP1,68,-59031,a,S2 match,0,co2a0000371,265625
61,FP1,69,-1020,a,S2 match,0,co2a0000371,26953125
61,FP1,70,-13621,a,S2 match,0,co2a0000371,2734375
61,FP1,71,108938,a,S2 match,0,co2a0000371,27734375
61,FP1,72,120168,a,S2 match,0,co2a0000371,28125
61,FP1,73,6399,a,S2 match,0,co2a0000371,28515625
61,FP1,74,-98094,a,S2 match,0,co2a0000371,2890625
61,FP1,75,-77098,a,S2 match,0,co2a0000371,29296875
61,FP1,76,24465,a,S2 match,0,co2a0000371,296875
61,FP1,77,64992,a,S2 match,0,co2a0000371,30078125
61,FP1,78,-6785,a,S2 match,0,co2a0000371,3046875
61,FP1,79,-87351,a,S2 match,0,co2a0000371,30859375
61,FP1,80,-57566,a,S2 match,0,co2a0000371,3125
61,FP1,81,60109,a,S2 match,0,co2a0000371,31640625
61,FP1,82,127004,a,S2 match,0,co2a0000371,3203125
61,FP1,83,62551,a,S2 match,0,co2a0000371,32421875
61,FP1,84,-47801,a,S2 match,0,co2a0000371,328125
61,FP1,85,-63426,a,S2 match,0,co2a0000371,33203125
61,FP1,86,31301,a,S2 match,0,co2a0000371,3359375
61,FP1,87,110402,a,S2 match,0,co2a0000371,33984375
61,FP1,88,66945,a,S2 match,0,co2a0000371,34375
61,FP1,89,-50242,a,S2 match,0,co2a0000371,34765625
61,FP1,90,-9907,a,S2 match,0,co2a0000371,3515625
61,FP1,91,-27293,a,S2 match,0,co2a0000371,35546875
61,FP1,92,62063,a,S2 match,0,co2a0000371,359375
61,FP1,93,47414,a,S2 match,0,co2a0000371,36328125
61,FP1,94,-52195,a,S2 match,0,co2a0000371,3671875
61,FP1,95,-98582,a,S2 match,0,co2a0000371,37109375
61,FP1,96,-18016,a,S2 match,0,co2a0000371,375
61,FP1,97,103566,a,S2 match,0,co2a0000371,37890625
61,FP1,98,119191,a,S2 match,0,co2a0000371,3828125
61,FP1,99,9816,a,S2 match,0,co2a0000371,38671875
61,FP1,100,-93699,a,S2 match,0,co2a0000371,390625
61,FP1,101,-74168,a,S2 match,0,co2a0000371,39453125
61,FP1,102,24953,a,S2 match,0,co2a0000371,3984375
61,FP1,103,66945,a,S2 match,0,co2a0000371,40234375
61,FP1,104,-2879,a,S2 match,0,co2a0000371,40625
61,FP1,105,-88328,a,S2 match,0,co2a0000371,41015625
61,FP1,106,-67332,a,S2 match,0,co2a0000371,4140625
61,FP1,107,39113,a,S2 match,0,co2a0000371,41796875
61,FP1,108,94777,a,S2 match,0,co2a0000371,421875
61,FP1,109,24953,a,S2 match,0,co2a0000371,42578125
61,FP1,110,-8198,a,S2 match,0,co2a0000371,4296875
61,FP1,111,-85887,a,S2 match,0,co2a0000371,43359375
61,FP1,112,29836,a,S2 match,0,co2a0000371,4375
61,FP1,113,128469,a,S2 match,0,co2a0000371,44140625
61,FP1,114,89406,a,S2 match,0,co2a0000371,4453125
61,FP1,115,-40476,a,S2 match,0,co2a0000371,44921875
61,FP1,116,-107371,a,S2 match,0,co2a0000371,453125
61,FP1,117,-43894,a,S2 match,0,co2a0000371,45703125
61,FP1,118,52785,a,S2 match,0,co2a0000371,4609375
61,FP1,119,52785,a,S2 match,0,co2a0000371,46484375
61,FP1,120,-39988,a,S2 match,0,co2a0000371,46875
61,FP1,121,-93211,a,S2 match,0,co2a0000371,47265625
61,FP1,122,-21922,a,S2 match,0,co2a0000371,4765625
61,FP1,123,95754,a,S2 match,0,co2a0000371,48046875
61,FP1,124,118703,a,S2 match,0,co2a0000371,484375
61,FP1,125,20559,a,S2 match,0,co2a0000371,48828125
61,FP1,126,-75633,a,S2 match,0,co2a0000371,4921875
61,FP1,127,-54637,a,S2 match,0,co2a0000371,49609375
61,FP1,128,47414,a,S2 match,0,co2a0000371,5
61,FP1,129,90383,a,S2 match,0,co2a0000371,50390625
61,FP1,130,14699,a,S2 match,0,co2a0000371,5078125
61,FP1,131,-82957,a,S2 match,0,co2a0000371,51171875
61,FP1,132,-78562,a,S2 match,0,co2a0000371,515625
61,FP1,133,17629,a,S2 match,0,co2a0000371,51953125
61,FP1,134,76223,a,S2 match,0,co2a0000371,5234375
61,FP1,135,15676,a,S2 match,0,co2a0000371,52734375
61,FP1,136,-85887,a,S2 match,0,co2a0000371,53125
61,FP1,137,-87351,a,S2 match,0,co2a0000371,53515625
61,FP1,138,28859,a,S2 match,0,co2a0000371,5390625
61,FP1,139,128957,a,S2 match,0,co2a0000371,54296875
61,FP1,140,94289,a,S2 match,0,co2a0000371,546875
61,FP1,141,-34129,a,S2 match,0,co2a0000371,55078125
61,FP1,142,-106394,a,S2 match,0,co2a0000371,5546875
61,FP1,143,-47801,a,S2 match,0,co2a0000371,55859375
61,FP1,144,49367,a,S2 match,0,co2a0000371,5625
61,FP1,145,52297,a,S2 match,0,co2a0000371,56640625
61,FP1,146,-38035,a,S2 match,0,co2a0000371,5703125
61,FP1,147,-94187,a,S2 match,0,co2a0000371,57421875
61,FP1,148,-31687,a,S2 match,0,co2a0000371,578125
61,FP1,149,79152,a,S2 match,0,co2a0000371,58203125
61,FP1,150,98195,a,S2 match,0,co2a0000371,5859375
61,FP1,151,539,a,S2 match,0,co2a0000371,58984375
61,FP1,152,-8784,a,S2 match,0,co2a0000371,59375
61,FP1,153,-50242,a,S2 match,0,co2a0000371,59765625
61,FP1,154,70852,a,S2 match,0,co2a0000371,6015625
61,FP1,155,124074,a,S2 match,0,co2a0000371,60546875
61,FP1,156,4302,a,S2 match,0,co2a0000371,609375
61,FP1,157,-77098,a,S2 match,0,co2a0000371,61328125
61,FP1,158,-94187,a,S2 match,0,co2a0000371,6171875
61,FP1,159,-2391,a,S2 match,0,co2a0000371,62109375
61,FP1,160,67922,a,S2 match,0,co2a0000371,625
61,FP1,161,23977,a,S2 match,0,co2a0000371,62890625
61,FP1,162,-72215,a,S2 match,0,co2a0000371,6328125
61,FP1,163,-83934,a,S2 match,0,co2a0000371,63671875
61,FP1,164,2007,a,S2 match,0,co2a0000371,640625
61,FP1,165,11968,a,S2 match,0,co2a0000371,64453125
61,FP1,166,93313,a,S2 match,0,co2a0000371,6484375
61,FP1,167,-28758,a,S2 match,0,co2a0000371,65234375
61,FP1,168,-100535,a,S2 match,0,co2a0000371,65625
61,FP1,169,-48289,a,S2 match,0,co2a0000371,66015625
61,FP1,170,43996,a,S2 match,0,co2a0000371,6640625
61,FP1,171,49856,a,S2 match,0,co2a0000371,66796875
61,FP1,172,-38035,a,S2 match,0,co2a0000371,671875
61,FP1,173,-94676,a,S2 match,0,co2a0000371,67578125
61,FP1,174,-36082,a,S2 match,0,co2a0000371,6796875
61,FP1,175,67922,a,S2 match,0,co2a0000371,68359375
61,FP1,176,82082,a,S2 match,0,co2a0000371,6875
61,FP1,177,-17527,a,S2 match,0,co2a0000371,69140625
61,FP1,178,-104441,a,S2 match,0,co2a0000371,6953125
61,FP1,179,-60008,a,S2 match,0,co2a0000371,69921875
61,FP1,180,72805,a,S2 match,0,co2a0000371,703125
61,FP1,181,136281,a,S2 match,0,co2a0000371,70703125
61,FP1,182,53762,a,S2 match,0,co2a0000371,7109375
61,FP1,183,-75144,a,S2 match,0,co2a0000371,71484375
61,FP1,184,-1020,a,S2 match,0,co2a0000371,71875
61,FP1,185,-12644,a,S2 match,0,co2a0000371,72265625
61,FP1,186,66457,a,S2 match,0,co2a0000371,7265625
61,FP1,187,30324,a,S2 match,0,co2a0000371,73046875
61,FP1,188,-66844,a,S2 match,0,co2a0000371,734375
61,FP1,189,-86863,a,S2 match,0,co2a0000371,73828125
61,FP1,190,8352,a,S2 match,0,co2a0000371,7421875
61,FP1,191,104543,a,S2 match,0,co2a0000371,74609375
61,FP1,192,82082,a,S2 match,0,co2a0000371,75
61,FP1,193,-29246,a,S2 match,0,co2a0000371,75390625
61,FP1,194,-86375,a,S2 match,0,co2a0000371,7578125
61,FP1,195,-12644,a,S2 match,0,co2a0000371,76171875
61,FP1,196,99172,a,S2 match,0,co2a0000371,765625
61,FP1,197,106496,a,S2 match,0,co2a0000371,76953125
61,FP1,198,-2879,a,S2 match,0,co2a0000371,7734375
61,FP1,199,-97117,a,S2 match,0,co2a0000371,77734375
61,FP1,200,-68797,a,S2 match,0,co2a0000371,78125
61,FP1,201,31301,a,S2 match,0,co2a0000371,78515625
61,FP1,202,65481,a,S2 match,0,co2a0000371,7890625
61,FP1,203,-11668,a,S2 match,0,co2a0000371,79296875
61,FP1,204,-91746,a,S2 match,0,co2a0000371,796875
61,FP1,205,-5659,a,S2 match,0,co2a0000371,80078125
61,FP1,206,64992,a,S2 match,0,co2a0000371,8046875
61,FP1,207,128469,a,S2 match,0,co2a0000371,80859375
61,FP1,208,60109,a,S2 match,0,co2a0000371,8125
61,FP1,209,-55125,a,S2 match,0,co2a0000371,81640625
61,FP1,210,-7368,a,S2 match,0,co2a0000371,8203125
61,FP1,211,19582,a,S2 match,0,co2a0000371,82421875
61,FP1,212,97219,a,S2 match,0,co2a0000371,828125
61,FP1,213,5425,a,S2 match,0,co2a0000371,83203125
61,FP1,214,-5659,a,S2 match,0,co2a0000371,8359375
61,FP1,215,-96141,a,S2 match,0,co2a0000371,83984375
61,FP1,216,-18992,a,S2 match,0,co2a0000371,84375
61,FP1,217,69875,a,S2 match,0,co2a0000371,84765625
61,FP1,218,49367,a,S2 match,0,co2a0000371,8515625
61,FP1,219,-54637,a,S2 match,0,co2a0000371,85546875
61,FP1,220,-100535,a,S2 match,0,co2a0000371,859375
61,FP1,221,-16062,a,S2 match,0,co2a0000371,86328125
61,FP1,222,10552,a,S2 match,0,co2a0000371,8671875
61,FP1,223,120168,a,S2 match,0,co2a0000371,87109375
61,FP1,224,8352,a,S2 match,0,co2a0000371,875
61,FP1,225,-96629,a,S2 match,0,co2a0000371,87890625
61,FP1,226,-77098,a,S2 match,0,co2a0000371,8828125
61,FP1,227,23488,a,S2 match,0,co2a0000371,88671875
61,FP1,228,64504,a,S2 match,0,co2a0000371,890625
61,FP1,229,-5809,a,S2 match,0,co2a0000371,89453125
61,FP1,230,-86375,a,S2 match,0,co2a0000371,8984375
61,FP1,231,-58543,a,S2 match,0,co2a0000371,90234375
61,FP1,232,59133,a,S2 match,0,co2a0000371,90625
61,FP1,233,125539,a,S2 match,0,co2a0000371,91015625
61,FP1,234,62551,a,S2 match,0,co2a0000371,9140625
61,FP1,235,-47312,a,S2 match,0,co2a0000371,91796875
61,FP1,236,-63914,a,S2 match,0,co2a0000371,921875
61,FP1,237,29836,a,S2 match,0,co2a0000371,92578125
61,FP1,238,110402,a,S2 match,0,co2a0000371,9296875
61,FP1,239,67922,a,S2 match,0,co2a0000371,93359375
61,FP1,240,-49754,a,S2 match,0,co2a0000371,9375
61,FP1,241,-9907,a,S2 match,0,co2a0000371,94140625
61,FP1,242,-27781,a,S2 match,0,co2a0000371,9453125
61,FP1,243,62063,a,S2 match,0,co2a0000371,94921875
61,FP1,244,48391,a,S2 match,0,co2a0000371,953125
61,FP1,245,-50242,a,S2 match,0,co2a0000371,95703125
61,FP1,246,-98582,a,S2 match,0,co2a0000371,9609375
61,FP1,247,-18504,a,S2 match,0,co2a0000371,96484375
61,FP1,248,103078,a,S2 match,0,co2a0000371,96875
61,FP1,249,11968,a,S2 match,0,co2a0000371,97265625
61,FP1,250,10793,a,S2 match,0,co2a0000371,9765625
61,FP1,251,-94187,a,S2 match,0,co2a0000371,98046875
61,FP1,252,-78074,a,S2 match,0,co2a0000371,984375
61,FP1,253,2007,a,S2 match,0,co2a0000371,98828125
61,FP1,254,64016,a,S2 match,0,co2a0000371,9921875
61,FP1,255,-4832,a,S2 match,0,co2a0000371,99609375
61,FP2,0,-1363,a,S2 match,1,co2a0000371,0
61,FP2,1,-3316,a,S2 match,1,co2a0000371,390625
61,FP2,2,-7222,a,S2 match,1,co2a0000371,78125
61,FP2,3,-12105,a,S2 match,1,co2a0000371,1171875
61,FP2,4,-14547,a,S2 match,1,co2a0000371,15625
61,FP2,5,-13082,a,S2 match,1,co2a0000371,1953125
61,FP2,6,-6246,a,S2 match,1,co2a0000371,234375
61,FP2,7,1567,a,S2 match,1,co2a0000371,2734375
61,FP2,8,5961,a,S2 match,1,co2a0000371,3125
61,FP2,9,5961,a,S2 match,1,co2a0000371,3515625
61,FP2,10,2055,a,S2 match,1,co2a0000371,390625
61,FP2,11,-1363,a,S2 match,1,co2a0000371,4296875
61,FP2,12,-3316,a,S2 match,1,co2a0000371,46875
61,FP2,13,-4781,a,S2 match,1,co2a0000371,5078125
61,FP2,14,-6734,a,S2 match,1,co2a0000371,546875
61,FP2,15,-8687,a,S2 match,1,co2a0000371,5859375
61,FP2,16,-8199,a,S2 match,1,co2a0000371,625
61,FP2,17,-5269,a,S2 match,1,co2a0000371,6640625
61,FP2,18,-387,a,S2 match,1,co2a0000371,703125
61,FP2,19,352,a,S2 match,1,co2a0000371,7421875
61,FP2,20,5473,a,S2 match,1,co2a0000371,78125
61,FP2,21,5473,a,S2 match,1,co2a0000371,8203125
61,FP2,22,4985,a,S2 match,1,co2a0000371,859375
61,FP2,23,2543,a,S2 match,1,co2a0000371,8984375
61,FP2,24,-387,a,S2 match,1,co2a0000371,9375
61,FP2,25,-3316,a,S2 match,1,co2a0000371,9765625
61,FP2,26,-2828,a,S2 match,1,co2a0000371,1015625
61,FP2,27,102,a,S2 match,1,co2a0000371,10546875
61,FP2,28,5473,a,S2 match,1,co2a0000371,109375
61,FP2,29,9867,a,S2 match,1,co2a0000371,11328125
61,FP2,30,10844,a,S2 match,1,co2a0000371,1171875
61,FP2,31,8403,a,S2 match,1,co2a0000371,12109375
61,FP2,32,4008,a,S2 match,1,co2a0000371,125
61,FP2,33,102,a,S2 match,1,co2a0000371,12890625
61,FP2,34,-234,a,S2 match,1,co2a0000371,1328125
61,FP2,35,-234,a,S2 match,1,co2a0000371,13671875
61,FP2,36,59,a,S2 match,1,co2a0000371,140625
61,FP2,37,5473,a,S2 match,1,co2a0000371,14453125
61,FP2,38,10356,a,S2 match,1,co2a0000371,1484375
61,FP2,39,12309,a,S2 match,1,co2a0000371,15234375
61,FP2,40,11332,a,S2 match,1,co2a0000371,15625
61,FP2,41,8403,a,S2 match,1,co2a0000371,16015625
61,FP2,42,6449,a,S2 match,1,co2a0000371,1640625
61,FP2,43,5961,a,S2 match,1,co2a0000371,16796875
61,FP2,44,5473,a,S2 match,1,co2a0000371,171875
61,FP2,45,352,a,S2 match,1,co2a0000371,17578125
61,FP2,46,59,a,S2 match,1,co2a0000371,1796875
61,FP2,47,-1363,a,S2 match,1,co2a0000371,18359375
61,FP2,48,-1363,a,S2 match,1,co2a0000371,1875
61,FP2,49,-387,a,S2 match,1,co2a0000371,19140625
61,FP2,50,59,a,S2 match,1,co2a0000371,1953125
61,FP2,51,102,a,S2 match,1,co2a0000371,19921875
61,FP2,52,1078,a,S2 match,1,co2a0000371,203125
61,FP2,53,3031,a,S2 match,1,co2a0000371,20703125
61,FP2,54,4985,a,S2 match,1,co2a0000371,2109375
61,FP2,55,6449,a,S2 match,1,co2a0000371,21484375
61,FP2,56,7426,a,S2 match,1,co2a0000371,21875
61,FP2,57,8891,a,S2 match,1,co2a0000371,22265625
61,FP2,58,10356,a,S2 match,1,co2a0000371,2265625
61,FP2,59,10356,a,S2 match,1,co2a0000371,23046875
61,FP2,60,7426,a,S2 match,1,co2a0000371,234375
61,FP2,61,2055,a,S2 match,1,co2a0000371,23828125
61,FP2,62,-2828,a,S2 match,1,co2a0000371,2421875
61,FP2,63,-4293,a,S2 match,1,co2a0000371,24609375
61,FP2,64,-234,a,S2 match,1,co2a0000371,25
61,FP2,65,-387,a,S2 match,1,co2a0000371,25390625
61,FP2,66,-387,a,S2 match,1,co2a0000371,2578125
61,FP2,67,-1851,a,S2 match,1,co2a0000371,26171875
61,FP2,68,-2828,a,S2 match,1,co2a0000371,265625
61,FP2,69,-234,a,S2 match,1,co2a0000371,26953125
61,FP2,70,-1851,a,S2 match,1,co2a0000371,2734375
61,FP2,71,-3316,a,S2 match,1,co2a0000371,27734375
61,FP2,72,-6246,a,S2 match,1,co2a0000371,28125
61,FP2,73,-8199,a,S2 match,1,co2a0000371,28515625
61,FP2,74,-7711,a,S2 match,1,co2a0000371,2890625
61,FP2,75,-6734,a,S2 match,1,co2a0000371,29296875
61,FP2,76,-6734,a,S2 match,1,co2a0000371,296875
61,FP2,77,-8199,a,S2 match,1,co2a0000371,30078125
61,FP2,78,-10152,a,S2 match,1,co2a0000371,3046875
61,FP2,79,-9176,a,S2 match,1,co2a0000371,30859375
61,FP2,80,-6246,a,S2 match,1,co2a0000371,3125
61,FP2,81,-4293,a,S2 match,1,co2a0000371,31640625
61,FP2,82,-4781,a,S2 match,1,co2a0000371,3203125
61,FP2,83,-6734,a,S2 match,1,co2a0000371,32421875
61,FP2,84,-8199,a,S2 match,1,co2a0000371,328125
61,FP2,85,-7711,a,S2 match,1,co2a0000371,33203125
61,FP2,86,-6246,a,S2 match,1,co2a0000371,3359375
61,FP2,87,-5758,a,S2 match,1,co2a0000371,33984375
61,FP2,88,-7222,a,S2 match,1,co2a0000371,34375
61,FP2,89,-7711,a,S2 match,1,co2a0000371,34765625
61,FP2,90,-6246,a,S2 match,1,co2a0000371,3515625
61,FP2,91,-2828,a,S2 match,1,co2a0000371,35546875
61,FP2,92,-387,a,S2 match,1,co2a0000371,359375
61,FP2,93,102,a,S2 match,1,co2a0000371,36328125
61,FP2,94,-875,a,S2 match,1,co2a0000371,3671875
61,FP2,95,-1851,a,S2 match,1,co2a0000371,37109375
61,FP2,96,-234,a,S2 match,1,co2a0000371,375
61,FP2,97,-234,a,S2 match,1,co2a0000371,37890625
61,FP2,98,-3316,a,S2 match,1,co2a0000371,3828125
61,FP2,99,-5758,a,S2 match,1,co2a0000371,38671875
61,FP2,100,-7711,a,S2 match,1,co2a0000371,390625
61,FP2,101,-8199,a,S2 match,1,co2a0000371,39453125
61,FP2,102,-5758,a,S2 match,1,co2a0000371,3984375
61,FP2,103,-3316,a,S2 match,1,co2a0000371,40234375
61,FP2,104,-1851,a,S2 match,1,co2a0000371,40625
61,FP2,105,-3316,a,S2 match,1,co2a0000371,41015625
61,FP2,106,-6246,a,S2 match,1,co2a0000371,4140625
61,FP2,107,-8199,a,S2 match,1,co2a0000371,41796875
61,FP2,108,-6734,a,S2 match,1,co2a0000371,421875
61,FP2,109,-234,a,S2 match,1,co2a0000371,42578125
61,FP2,110,3031,a,S2 match,1,co2a0000371,4296875
61,FP2,111,4985,a,S2 match,1,co2a0000371,43359375
61,FP2,112,2543,a,S2 match,1,co2a0000371,4375
61,FP2,113,-1851,a,S2 match,1,co2a0000371,44140625
61,FP2,114,-5269,a,S2 match,1,co2a0000371,4453125
61,FP2,115,-4293,a,S2 match,1,co2a0000371,44921875
61,FP2,116,-1363,a,S2 match,1,co2a0000371,453125
61,FP2,117,-1363,a,S2 match,1,co2a0000371,45703125
61,FP2,118,-4293,a,S2 match,1,co2a0000371,4609375
61,FP2,119,-8687,a,S2 match,1,co2a0000371,46484375
61,FP2,120,-10152,a,S2 match,1,co2a0000371,46875
61,FP2,121,-5758,a,S2 match,1,co2a0000371,47265625
61,FP2,122,2055,a,S2 match,1,co2a0000371,4765625
61,FP2,123,7426,a,S2 match,1,co2a0000371,48046875
61,FP2,124,7914,a,S2 match,1,co2a0000371,484375
61,FP2,125,3031,a,S2 match,1,co2a0000371,48828125
61,FP2,126,-2828,a,S2 match,1,co2a0000371,4921875
61,FP2,127,-7711,a,S2 match,1,co2a0000371,49609375
61,FP2,128,-10152,a,S2 match,1,co2a0000371,5
61,FP2,129,-1064,a,S2 match,1,co2a0000371,50390625
61,FP2,130,-10152,a,S2 match,1,co2a0000371,5078125
61,FP2,131,-8199,a,S2 match,1,co2a0000371,51171875
61,FP2,132,-5269,a,S2 match,1,co2a0000371,515625
61,FP2,133,-3316,a,S2 match,1,co2a0000371,51953125
61,FP2,134,-3316,a,S2 match,1,co2a0000371,5234375
61,FP2,135,-5758,a,S2 match,1,co2a0000371,52734375
61,FP2,136,-8687,a,S2 match,1,co2a0000371,53125
61,FP2,137,-9176,a,S2 match,1,co2a0000371,53515625
61,FP2,138,-7222,a,S2 match,1,co2a0000371,5390625
61,FP2,139,-4293,a,S2 match,1,co2a0000371,54296875
61,FP2,140,-3316,a,S2 match,1,co2a0000371,546875
61,FP2,141,-6246,a,S2 match,1,co2a0000371,55078125
61,FP2,142,-12594,a,S2 match,1,co2a0000371,5546875
61,FP2,143,-18453,a,S2 match,1,co2a0000371,55859375
61,FP2,144,-19918,a,S2 match,1,co2a0000371,5625
61,FP2,145,-15035,a,S2 match,1,co2a0000371,56640625
61,FP2,146,-6246,a,S2 match,1,co2a0000371,5703125
61,FP2,147,1078,a,S2 match,1,co2a0000371,57421875
61,FP2,148,1567,a,S2 match,1,co2a0000371,578125
61,FP2,149,-3316,a,S2 match,1,co2a0000371,58203125
61,FP2,150,-1064,a,S2 match,1,co2a0000371,5859375
61,FP2,151,-15035,a,S2 match,1,co2a0000371,58984375
61,FP2,152,-14058,a,S2 match,1,co2a0000371,59375
61,FP2,153,-9176,a,S2 match,1,co2a0000371,59765625
61,FP2,154,-3316,a,S2 match,1,co2a0000371,6015625
61,FP2,155,1078,a,S2 match,1,co2a0000371,60546875
61,FP2,156,352,a,S2 match,1,co2a0000371,609375
61,FP2,157,4985,a,S2 match,1,co2a0000371,61328125
61,FP2,158,352,a,S2 match,1,co2a0000371,6171875
61,FP2,159,102,a,S2 match,1,co2a0000371,62109375
61,FP2,160,-4781,a,S2 match,1,co2a0000371,625
61,FP2,161,-7711,a,S2 match,1,co2a0000371,62890625
61,FP2,162,-7711,a,S2 match,1,co2a0000371,6328125
61,FP2,163,-6246,a,S2 match,1,co2a0000371,63671875
61,FP2,164,-5269,a,S2 match,1,co2a0000371,640625
61,FP2,165,-5758,a,S2 match,1,co2a0000371,64453125
61,FP2,166,-6246,a,S2 match,1,co2a0000371,6484375
61,FP2,167,-6734,a,S2 match,1,co2a0000371,65234375
61,FP2,168,-6246,a,S2 match,1,co2a0000371,65625
61,FP2,169,-5758,a,S2 match,1,co2a0000371,66015625
61,FP2,170,-5758,a,S2 match,1,co2a0000371,6640625
61,FP2,171,-5758,a,S2 match,1,co2a0000371,66796875
61,FP2,172,-4781,a,S2 match,1,co2a0000371,671875
61,FP2,173,-234,a,S2 match,1,co2a0000371,67578125
61,FP2,174,-1363,a,S2 match,1,co2a0000371,6796875
61,FP2,175,-2828,a,S2 match,1,co2a0000371,68359375
61,FP2,176,-4293,a,S2 match,1,co2a0000371,6875
61,FP2,177,-4293,a,S2 match,1,co2a0000371,69140625
61,FP2,178,-1851,a,S2 match,1,co2a0000371,6953125
61,FP2,179,1567,a,S2 match,1,co2a0000371,69921875
61,FP2,180,4008,a,S2 match,1,co2a0000371,703125
61,FP2,181,352,a,S2 match,1,co2a0000371,70703125
61,FP2,182,1078,a,S2 match,1,co2a0000371,7109375
61,FP2,183,-875,a,S2 match,1,co2a0000371,71484375
61,FP2,184,-2828,a,S2 match,1,co2a0000371,71875
61,FP2,185,-4781,a,S2 match,1,co2a0000371,72265625
61,FP2,186,-6246,a,S2 match,1,co2a0000371,7265625
61,FP2,187,-6246,a,S2 match,1,co2a0000371,73046875
61,FP2,188,-4781,a,S2 match,1,co2a0000371,734375
61,FP2,189,-234,a,S2 match,1,co2a0000371,73828125
